,A,AG,AL,AU,B,BB,BU,C,CF,CS,CU,FB,FG,FU,HC,I,IC,IF,IH,IM,J,JD,JM,JR,L,LR,M,MA,NI,OI,P,PB,PM,PP,RB,RI,RM,RS,RU,SF,SM,SN,SR,T,TA,TF,TT,V,WH,WR,Y,ZC,ZN,0
2008-01-16 00:00:00.005,3215536216.0,0.0,188018195.0,10672078.499999998,974143.0,0.0,0.0,579958209.0,198661845.0,0.0,4368566750.0,0.0,0.0,264411984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95991560.0,0.0,1643615357.0,0.0,0.0,7693066.0,117315064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827871770.0,0.0,0.0,0.0,1012728224.0,0.0,300127390.0,0.0,0.0,0.0,218521498.0,0.0,2105227154.0,0.0,183491000.0,16339381503.5
2008-01-17 00:00:00.005,2364977768.0,0.0,82122620.0,6893721.24,1670801.0,0.0,0.0,266005460.0,139390800.0,0.0,9437395630.0,0.0,0.0,121966301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85262615.0,0.0,1387319054.0,0.0,0.0,4895486.0,120661456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816390670.0,0.0,0.0,0.0,1614115289.0,0.0,644132292.0,0.0,0.0,0.0,112734051.0,0.0,1921228262.0,0.0,3340877735.0,23468040011.239998
2008-01-18 00:00:00.005,3384020491.0,0.0,72040660.0,6366928.169999999,936280.0,0.0,0.0,500492495.0,148415855.0,0.0,7805227870.0,0.0,0.0,163991192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159497800.0,0.0,1543083809.0,0.0,0.0,11094390.0,125252468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354328675.0,0.0,0.0,0.0,1295245310.0,0.0,456600804.0,0.0,0.0,0.0,153337338.0,0.0,3350141542.0,0.0,3185399725.0,23715473632.17
2008-01-21 00:00:00.005,2312059766.0,0.0,66635335.0,4820864.020000001,1096113.0,0.0,0.0,703392991.0,77727280.0,0.0,7090949230.0,0.0,0.0,114239188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80735405.0,0.0,989757896.0,0.0,0.0,2559020.0,127624808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373653630.0,0.0,0.0,0.0,1057876738.0,0.0,463430798.0,0.0,0.0,0.0,162937963.0,0.0,2410664332.0,0.0,2843143765.0,19883305122.02
2008-01-22 00:00:00.005,3418307281.0,0.0,175972485.0,8353007.649999999,1739649.0,0.0,0.0,614141425.0,230505565.0,0.0,3381040220.0,0.0,0.0,174776494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121163510.0,0.0,940889796.0,0.0,0.0,4283258.0,96723286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309437465.0,0.0,0.0,0.0,1299016488.0,0.0,408107836.0,0.0,0.0,0.0,417129435.0,0.0,1959633036.0,0.0,300502570.0,14861722806.65
2008-01-23 00:00:00.005,2449171887.0,0.0,165727870.0,6641782.6899999995,1602299.0,0.0,0.0,289586609.0,118359620.0,0.0,10541681670.0,0.0,0.0,129535443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163468450.0,0.0,886652028.0,0.0,0.0,5019584.0,151368032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075359520.0,0.0,0.0,0.0,938073365.0,0.0,321399394.0,0.0,0.0,0.0,312290424.0,0.0,2039607562.0,0.0,5012494630.0,25608040169.690002
2008-01-24 00:00:00.005,1982821383.0,0.0,370575960.0,6364092.17,1147171.0,0.0,0.0,216462214.0,122943090.0,0.0,9952459200.0,0.0,0.0,127092421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87547020.0,0.0,975338282.0,0.0,0.0,3992468.0,114126224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697368745.0,0.0,0.0,0.0,700816328.0,0.0,181494120.0,0.0,0.0,0.0,239987048.0,0.0,2035663580.0,0.0,4905016345.0,23721215691.17
2008-01-25 00:00:00.005,1772140556.0,0.0,295105555.0,8199258.53,1284505.0,0.0,0.0,185603766.0,72440525.0,0.0,7431018830.0,0.0,0.0,173617356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68682350.0,0.0,728995928.0,0.0,0.0,4459140.0,83983456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826424195.0,0.0,0.0,0.0,543675262.0,0.0,155422340.0,0.0,0.0,0.0,194046995.0,0.0,1782216156.0,0.0,3502850930.0,18830167103.53
2008-01-28 00:00:00.005,1466238159.0,0.0,363311935.0,7040658.17,666002.0,0.0,0.0,178242870.0,77913710.0,0.0,7275288610.0,0.0,0.0,125057471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107849970.0,0.0,924901463.0,0.0,0.0,4767732.0,151511656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415649085.0,0.0,0.0,0.0,1253660118.0,0.0,155301308.0,0.0,0.0,0.0,262338920.0,0.0,1492970948.0,0.0,3306817510.0,18569528125.17
2008-01-29 00:00:00.005,1126690850.0,0.0,526237240.0,5426599.65,485486.0,0.0,0.0,140521458.0,40402345.0,0.0,7399158290.0,0.0,0.0,104247066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106783950.0,0.0,735741193.0,0.0,0.0,4929548.0,154833668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435836170.0,0.0,0.0,0.0,860211503.0,0.0,145616702.0,0.0,0.0,0.0,169859094.0,0.0,1663783282.0,0.0,2312603150.0,16933367594.65
2008-01-30 00:00:00.005,1205397797.0,0.0,1462702180.0,4093628.8399999994,362228.0,0.0,0.0,225252283.0,53867115.0,0.0,8402820730.0,0.0,0.0,76487142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85473895.0,0.0,935650391.0,0.0,0.0,5972512.0,88257824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329213100.0,0.0,0.0,0.0,668445281.0,0.0,166788478.0,0.0,0.0,0.0,119419514.0,0.0,1751279542.0,0.0,4226222820.0,20807706460.84
2008-01-31 00:00:00.005,946116260.0,0.0,804907855.0,4806518.13,259472.0,0.0,0.0,226893464.0,54364095.0,0.0,5990627090.0,0.0,0.0,104434961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107638795.0,0.0,966107050.0,0.0,0.0,6236956.0,164405412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844327225.0,0.0,0.0,0.0,633940229.0,0.0,274773934.0,0.0,0.0,0.0,173497589.0,0.0,1540550140.0,0.0,4216976665.0,17060863710.130001
2008-02-01 00:00:00.005,1208976060.0,0.0,859319170.0,3214979.7499999995,280979.0,0.0,0.0,197863074.0,65065050.0,0.0,5944596630.0,0.0,0.0,100872646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155761680.0,0.0,813360424.0,0.0,0.0,6728486.0,191099226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621219435.0,0.0,0.0,0.0,719674457.0,0.0,86114982.0,0.0,0.0,0.0,241090081.0,0.0,1363156306.0,0.0,1777534990.0,15355928655.75
2008-02-04 00:00:00.005,929982918.0,0.0,369468845.0,3474344.4599999995,328350.0,0.0,0.0,229922640.0,124070920.0,0.0,3606582420.0,0.0,0.0,121184752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149083615.0,0.0,543228684.0,0.0,0.0,4315230.0,171229222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019612935.0,0.0,0.0,0.0,647648214.0,0.0,78914762.0,0.0,0.0,0.0,186577247.0,0.0,961776850.0,0.0,3001631980.0,12149033928.46
2008-02-05 00:00:00.005,972642038.0,0.0,357542645.0,1930179.09,796625.0,0.0,0.0,138516726.0,117592815.0,0.0,2897148930.0,0.0,0.0,86721929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179265865.0,0.0,628765028.0,0.0,0.0,11350866.0,42995890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745342035.0,0.0,0.0,0.0,507660448.0,0.0,79960588.0,0.0,0.0,0.0,125310195.0,0.0,1243716890.0,0.0,3372462055.0,11509721747.09
2008-02-13 00:00:00.005,942415646.0,0.0,360870050.0,2404257.8500000006,276099.0,0.0,0.0,243914909.0,112669545.0,0.0,5369575510.0,0.0,0.0,89611695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189633710.0,0.0,540388900.0,0.0,0.0,11711092.0,238257620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039272650.0,0.0,0.0,0.0,1108713271.0,0.0,302800512.0,0.0,0.0,0.0,280906312.0,0.0,1492652704.0,0.0,3957044520.0,16283119002.85
2008-02-14 00:00:00.005,1892881973.0,0.0,1373347305.0,3265520.0100000007,791887.0,0.0,0.0,599276375.0,342340715.0,0.0,5674749530.0,0.0,0.0,105389154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173344905.0,0.0,1058562131.0,0.0,0.0,12356894.0,239908560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567429935.0,0.0,0.0,0.0,1603265483.0,0.0,203574288.0,0.0,0.0,0.0,357163270.0,0.0,1455061868.0,0.0,4422532630.0,21085242423.010002
