,A,AG,AL,AU,B,BB,BU,C,CF,CS,CU,FB,FG,FU,HC,I,IC,IF,IH,IM,J,JD,JM,JR,L,LR,M,MA,NI,OI,P,PB,PM,PP,RB,RI,RM,RS,RU,SF,SM,SN,SR,T,TA,TF,TT,V,WH,WR,Y,ZC,ZN,0
2009-12-02 00:00:00.005,1708360834.0,0.0,723737650.0,11669025.249999998,308718.0,0.0,0.0,65101095.0,2150124455.0,0.0,9645323350.0,0.0,0.0,362744209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630623820.0,0.0,2721739493.0,0.0,0.0,146258760.0,1139776006.0,0.0,0.0,0.0,6729781385.0,28614802.0,0.0,0.0,8796680670.0,0.0,0.0,0.0,4349358318.0,0.0,3708964260.0,0.0,0.0,766002535.0,52363072.0,5990511.0,3981632666.0,0.0,3683764930.0,52408920564.25
2009-12-03 00:00:00.005,1688237869.0,0.0,1103418845.0,12864177.34,388396.0,0.0,0.0,124926003.0,3981694710.0,0.0,9281226740.0,0.0,0.0,374459038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853832280.0,0.0,2382243802.0,0.0,0.0,129648394.0,1341373552.0,0.0,0.0,0.0,5256424733.0,16516532.0,0.0,0.0,9360033125.0,0.0,0.0,0.0,4972095262.0,0.0,3718099828.0,0.0,0.0,795833975.0,17286351.0,5996104.0,3625217396.0,0.0,3269006265.0,53310823377.34
2009-12-04 00:00:00.005,1889732920.0,0.0,487892575.0,10919515.63,247976.0,0.0,0.0,92707386.0,2817364985.0,0.0,7609170770.0,0.0,0.0,740610599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464587345.0,0.0,2920535515.0,0.0,0.0,243551026.0,1739766466.0,0.0,0.0,0.0,5970032274.0,24187191.0,0.0,0.0,10603968415.0,0.0,0.0,0.0,4487945761.0,0.0,2610199968.0,0.0,0.0,935037055.0,10976992.0,4307653.0,6431775166.0,0.0,2662165205.0,53757682758.630005
2009-12-07 00:00:00.005,2511440856.0,0.0,1292057195.0,13161184.979999999,726195.0,0.0,0.0,121260843.0,2706759880.0,0.0,7637171080.0,0.0,0.0,560768544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394641065.0,0.0,4218795725.0,0.0,0.0,405942190.0,1990230250.0,0.0,0.0,0.0,4750824122.0,35578565.0,0.0,0.0,10127613640.0,0.0,0.0,0.0,6689883916.0,0.0,3909020540.0,0.0,0.0,836855730.0,15795130.0,7173763.0,7223978358.0,0.0,2666852815.0,60116531586.979996
2009-12-08 00:00:00.005,2467908430.0,0.0,2229893715.0,8583693.82,329720.0,0.0,0.0,91717339.0,3146805580.0,0.0,5969310370.0,0.0,0.0,512854067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897635870.0,0.0,2247521478.0,0.0,0.0,189976132.0,1487878866.0,0.0,0.0,0.0,6808950067.0,19167441.0,0.0,0.0,7447371120.0,0.0,0.0,0.0,8064142233.0,0.0,3702872450.0,0.0,0.0,2560994020.0,6410155.0,9163275.0,5872580424.0,0.0,2005163995.0,57747230440.82
2009-12-09 00:00:00.005,1701986608.0,0.0,1069583650.0,8533170.629999999,526647.0,0.0,0.0,161586339.0,1954587425.0,0.0,8484535630.0,0.0,0.0,1868792053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3319641085.0,0.0,2879433993.0,0.0,0.0,171988132.0,1545218026.0,0.0,0.0,0.0,4350259659.0,72699307.0,0.0,0.0,6972439700.0,0.0,0.0,0.0,8345066915.0,0.0,3293608342.0,0.0,0.0,3245445900.0,35190089.0,6532524.0,5613690860.0,0.0,2513939830.0,57615285884.630005
2009-12-10 00:00:00.005,1522384250.0,0.0,1873754225.0,7334485.600000001,557191.0,0.0,0.0,233658815.0,1803376035.0,0.0,11683130590.0,0.0,0.0,1488393149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2649864835.0,0.0,2482295209.0,0.0,0.0,175206082.0,1375244006.0,0.0,0.0,0.0,7658930283.0,47312738.0,0.0,0.0,9335028965.0,0.0,0.0,0.0,7561977688.0,0.0,3310049554.0,0.0,0.0,2847531740.0,19903591.0,6208261.0,5607210280.0,0.0,2812412915.0,64501764887.6
2009-12-11 00:00:00.005,1063497938.0,0.0,1997649645.0,6787646.86,241622.0,0.0,0.0,126537658.0,2468014260.0,0.0,7068274870.0,0.0,0.0,755364572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499815490.0,0.0,1586781568.0,0.0,0.0,140083986.0,1245638886.0,0.0,0.0,0.0,7325894127.0,166978014.0,0.0,0.0,6515305255.0,0.0,0.0,0.0,6009219147.0,0.0,2856138084.0,0.0,0.0,1538766260.0,23366311.0,5255674.0,4159813916.0,0.0,2841992660.0,49401417589.86
2009-12-14 00:00:00.005,1319337600.0,0.0,2579643660.0,8504841.22,233440.0,0.0,0.0,138871541.0,1703111295.0,0.0,10524922690.0,0.0,0.0,673239216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489690305.0,0.0,2237114329.0,0.0,0.0,280735562.0,1414058806.0,0.0,0.0,0.0,6565936251.0,103063809.0,0.0,0.0,7041861715.0,0.0,0.0,0.0,6200652624.0,0.0,2846346350.0,0.0,0.0,2875339415.0,10739313.0,6745183.0,5330995988.0,0.0,3002888070.0,57354032003.22
2009-12-15 00:00:00.005,1094682933.0,0.0,1395279250.0,8853633.24,443835.0,0.0,0.0,136351685.0,2649767730.0,0.0,7789951030.0,0.0,0.0,738764031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644283775.0,0.0,2083073637.0,0.0,0.0,135793414.0,1032533898.0,0.0,0.0,0.0,6222805135.0,124617517.0,0.0,0.0,5172413695.0,0.0,0.0,0.0,7281995262.0,0.0,2252781854.0,0.0,0.0,1648169595.0,24049169.0,9621890.0,4172869486.0,0.0,2372020775.0,47991123229.24
2009-12-16 00:00:00.005,912371119.0,0.0,976439340.0,11070934.750000002,1948110.0,0.0,0.0,108571172.0,2360664035.0,0.0,6528831810.0,0.0,0.0,613034135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698860080.0,0.0,2275408348.0,0.0,0.0,260774570.0,1400748980.0,0.0,0.0,0.0,3787019338.0,59793325.0,0.0,0.0,10445059935.0,0.0,0.0,0.0,4809861589.0,0.0,3129242070.0,0.0,0.0,1427790705.0,15686943.0,3562259.0,4409396126.0,0.0,2023251595.0,47259386518.75
2009-12-17 00:00:00.005,1294863574.0,0.0,941171630.0,11666857.98,210903.0,0.0,0.0,96418401.0,2591891120.0,0.0,8466877270.0,0.0,0.0,570084999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452846940.0,0.0,2519176297.0,0.0,0.0,248929548.0,2168968568.0,0.0,0.0,0.0,4003071738.0,57096522.0,0.0,0.0,9228126140.0,0.0,0.0,0.0,5185328042.0,0.0,2982630006.0,0.0,0.0,2021245610.0,10320381.0,5707623.0,5327431910.0,0.0,2587474320.0,51771538399.979996
2009-12-18 00:00:00.005,1053780736.0,0.0,757488885.0,9389773.329999998,401173.0,0.0,0.0,67559891.0,2396551955.0,0.0,7054640980.0,0.0,0.0,422801671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3588610835.0,0.0,1753842029.0,0.0,0.0,213068096.0,1776784302.0,0.0,0.0,0.0,2459129350.0,42314119.0,0.0,0.0,14971647650.0,0.0,0.0,0.0,4219465150.0,0.0,2755532712.0,0.0,0.0,1285475910.0,13593716.0,3797919.0,3602147370.0,0.0,3669039505.0,52117063727.33
2009-12-21 00:00:00.005,769079042.0,0.0,685884730.0,7233541.43,177824.0,0.0,0.0,36255067.0,1296843870.0,0.0,7053912130.0,0.0,0.0,412211504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469213085.0,0.0,1948856109.0,0.0,0.0,129196814.0,1812883590.0,0.0,0.0,0.0,2728979417.0,29357902.0,0.0,0.0,9773865420.0,0.0,0.0,0.0,6134552557.0,0.0,3245377938.0,0.0,0.0,1663709990.0,5508124.0,3904981.0,3694215596.0,0.0,3869086590.0,47770305821.43
2009-12-22 00:00:00.005,903823219.0,0.0,1020165790.0,5692349.43,145777.0,0.0,0.0,51240706.0,2620344025.0,0.0,6315912350.0,0.0,0.0,377121378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904965810.0,0.0,2010287385.0,0.0,0.0,333905054.0,1357611508.0,0.0,0.0,0.0,4466337441.0,27579264.0,0.0,0.0,7833218410.0,0.0,0.0,0.0,3543031534.0,0.0,3261098524.0,0.0,0.0,961969465.0,5930802.0,5058970.0,3165105064.0,0.0,3237299375.0,43407844200.43
2009-12-23 00:00:00.005,791411596.0,0.0,637896925.0,6829637.9,96519.0,0.0,0.0,80294430.0,2429008500.0,0.0,7317114600.0,0.0,0.0,342165133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395009455.0,0.0,2240703674.0,0.0,0.0,284495644.0,1662136372.0,0.0,0.0,0.0,2749220801.0,25075739.0,0.0,0.0,10547021870.0,0.0,0.0,0.0,3788429665.0,0.0,3707490142.0,0.0,0.0,1690638480.0,6643736.0,5024460.0,3848727464.0,0.0,3933222785.0,49488657627.9
2009-12-24 00:00:00.005,553378548.0,0.0,880993315.0,9063422.9,604850.0,0.0,0.0,40428449.0,2285400040.0,0.0,12427109030.0,0.0,0.0,386465263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403633975.0,0.0,1820898871.0,0.0,0.0,219217812.0,1505326262.0,0.0,0.0,0.0,3543894077.0,40131635.0,0.0,0.0,8278954355.0,0.0,0.0,0.0,6233074046.0,0.0,2587767270.0,0.0,0.0,1199806295.0,5230595.0,5644036.0,3381469782.0,0.0,4011867475.0,51820359403.9
2009-12-25 00:00:00.005,370754597.0,0.0,784489005.0,4869930.92,131761.0,0.0,0.0,38223719.0,3987716555.0,0.0,9092309760.0,0.0,0.0,410558612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243636880.0,0.0,1495911047.0,0.0,0.0,154078224.0,1466652386.0,0.0,0.0,0.0,2673295028.0,28042215.0,0.0,0.0,6878668590.0,0.0,0.0,0.0,5882214277.0,0.0,2544031642.0,0.0,0.0,930689145.0,6322600.0,2573152.0,2617851338.0,0.0,3449111005.0,45062131468.92
2009-12-28 00:00:00.005,632460788.0,0.0,1786957405.0,6816724.790000001,132170.0,0.0,0.0,119745628.0,4737393075.0,0.0,12396375020.0,0.0,0.0,566491768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236002675.0,0.0,1882713683.0,0.0,0.0,218033708.0,1723434834.0,0.0,0.0,0.0,3261063110.0,42545375.0,0.0,0.0,6736827705.0,0.0,0.0,0.0,5948592908.0,0.0,3145517100.0,0.0,0.0,906571465.0,15347548.0,5678947.0,3310685872.0,0.0,6221826540.0,55901214048.79
2009-12-29 00:00:00.005,656059067.0,0.0,2615355230.0,6441965.739999999,103675.0,0.0,0.0,79162469.0,5361300160.0,0.0,7524534890.0,0.0,0.0,556011494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374623440.0,0.0,1683110063.0,0.0,0.0,162771476.0,1999180368.0,0.0,0.0,0.0,3375131559.0,30601184.0,0.0,0.0,9429492285.0,0.0,0.0,0.0,5268165058.0,0.0,4845527736.0,0.0,0.0,589490850.0,13631179.0,5177892.0,2830754260.0,0.0,3316772145.0,52723398445.74
2009-12-30 00:00:00.005,401511876.0,0.0,1492660665.0,5372798.08,111420.0,0.0,0.0,76512065.0,3704029300.0,0.0,8979177100.0,0.0,0.0,576549469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767448905.0,0.0,1239534260.0,0.0,0.0,147061810.0,1872310650.0,0.0,0.0,0.0,2315834577.0,26863714.0,0.0,0.0,10728825780.0,0.0,0.0,0.0,5820445917.0,0.0,3790090268.0,0.0,0.0,1205041135.0,6121735.0,3518260.0,2514688592.0,0.0,5290393940.0,51964104236.08
2009-12-31 00:00:00.005,483120475.0,0.0,1563203540.0,6447525.6,200606.0,0.0,0.0,47989396.0,3837979835.0,0.0,9758943980.0,0.0,0.0,532498800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746572790.0,0.0,1794944534.0,0.0,0.0,243335416.0,3273625798.0,0.0,0.0,0.0,2301398793.0,34419518.0,0.0,0.0,8392120790.0,0.0,0.0,0.0,4871276170.0,0.0,1903551936.0,0.0,0.0,525437215.0,8090547.0,4024769.0,3707102000.0,0.0,5895934740.0,50932219173.6
2010-01-04 00:00:00.005,668050462.0,0.0,1532726580.0,7142884.92,124171.0,0.0,0.0,215249981.0,5543713720.0,0.0,10482121800.0,0.0,0.0,593630144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207882190.0,0.0,1792990102.0,0.0,0.0,306746612.0,2374418980.0,0.0,0.0,0.0,4382178803.0,40082329.0,0.0,0.0,6622427920.0,0.0,0.0,0.0,4485699966.0,0.0,3461705256.0,0.0,0.0,828864290.0,16927269.0,10389722.0,3815740406.0,0.0,4725278905.0,53114092492.92
2010-01-05 00:00:00.005,524674265.0,0.0,2344287340.0,9425728.86,136326.0,0.0,0.0,107562506.0,4128866705.0,0.0,9786615150.0,0.0,0.0,1248282825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014441330.0,0.0,1827094790.0,0.0,0.0,253574562.0,2689019058.0,0.0,0.0,0.0,3164416867.0,29900776.0,0.0,0.0,8648287415.0,0.0,0.0,0.0,7471306274.0,0.0,2882515642.0,0.0,0.0,1296423110.0,10444974.0,8342415.0,3248542532.0,0.0,5959886165.0,56654046755.86
2010-01-06 00:00:00.005,1806353984.0,0.0,4834942650.0,9372400.65,201578.0,0.0,0.0,171923549.0,5268172055.0,0.0,12392455690.0,0.0,0.0,1242826985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630122445.0,0.0,2347900839.0,0.0,0.0,591269002.0,2865625356.0,0.0,0.0,0.0,3662809896.0,42807218.0,0.0,0.0,7048211155.0,0.0,0.0,0.0,9300515688.0,0.0,2349873232.0,0.0,0.0,696812240.0,29997922.0,10421181.0,4216783870.0,0.0,5378380580.0,65897779515.65
2010-01-07 00:00:00.005,1470542394.0,0.0,5824197555.0,11002583.530000001,603835.0,0.0,0.0,172739547.0,6857518840.0,0.0,23196881860.0,0.0,0.0,1029307412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040631110.0,0.0,2683341711.0,0.0,0.0,586669994.0,3565190656.0,0.0,0.0,0.0,5534346866.0,77623186.0,0.0,0.0,11343499300.0,0.0,0.0,0.0,12332399717.0,0.0,2802599310.0,0.0,0.0,791539025.0,25611078.0,13450545.0,5957263774.0,0.0,7177105675.0,93494065973.53
2010-01-08 00:00:00.005,1077291334.0,0.0,3964547705.0,6726590.600000001,195441.0,0.0,0.0,609463960.0,4580464110.0,0.0,20185162530.0,0.0,0.0,698109820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540323835.0,0.0,1931485968.0,0.0,0.0,465374230.0,3051374326.0,0.0,0.0,0.0,3936080020.0,43008441.0,0.0,0.0,19196557145.0,0.0,0.0,0.0,11863101158.0,0.0,2258559798.0,0.0,0.0,459719105.0,14545383.0,6386409.0,4541447946.0,0.0,8165991610.0,88595916864.6
2010-01-11 00:00:00.005,649365683.0,0.0,4362799425.0,6654585.620000001,146844.0,0.0,0.0,239860214.0,3581002470.0,0.0,12944678980.0,0.0,0.0,783379877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209767115.0,0.0,999971124.0,0.0,0.0,337265040.0,2518072694.0,0.0,0.0,0.0,3004985709.0,34278033.0,0.0,0.0,12635868080.0,0.0,0.0,0.0,11828594644.0,0.0,1913657556.0,0.0,0.0,413698915.0,15557579.0,5724971.0,2848294610.0,0.0,5245555395.0,65579179543.619995
2010-01-12 00:00:00.005,916820292.0,0.0,6383340725.0,4919941.899999999,121926.0,0.0,0.0,196474694.0,3224282550.0,0.0,11378030680.0,0.0,0.0,614595179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104534200.0,0.0,1114743938.0,0.0,0.0,252606258.0,1759408116.0,0.0,0.0,0.0,3084411563.0,36137373.0,0.0,0.0,14594621665.0,0.0,0.0,0.0,7196977322.0,0.0,3183714724.0,0.0,0.0,360295715.0,45258627.0,6767901.0,2727214248.0,0.0,6069401220.0,64254678857.9
2010-01-13 00:00:00.005,610974322.0,0.0,4895007470.0,6224298.1,144650.0,0.0,0.0,224957309.0,2628791305.0,0.0,16879400610.0,0.0,0.0,691768021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942657975.0,0.0,1423764558.0,0.0,0.0,313252386.0,1894339696.0,0.0,0.0,0.0,3663059988.0,52275201.0,0.0,0.0,15952824265.0,0.0,0.0,0.0,10880290998.0,0.0,2250231102.0,0.0,0.0,381309140.0,19877709.0,5649310.0,2892109888.0,0.0,5007597950.0,71616508151.1
2010-01-14 00:00:00.005,385862530.0,0.0,2364881830.0,3436538.19,148812.0,0.0,0.0,106912148.0,1647178300.0,0.0,8957676980.0,0.0,0.0,464333782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015874660.0,0.0,1015156317.0,0.0,0.0,217996836.0,1649607184.0,0.0,0.0,0.0,2639366524.0,20089946.0,0.0,0.0,10525674975.0,0.0,0.0,0.0,12445463394.0,0.0,2890842814.0,0.0,0.0,214784620.0,6991411.0,3919334.0,2954828508.0,0.0,4860173825.0,55391201268.19
2010-01-15 00:00:00.005,626185884.0,0.0,3047884700.0,3206130.14,223272.0,0.0,0.0,77894720.0,2112847555.0,0.0,9383541360.0,0.0,0.0,405065240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267676645.0,0.0,1649801198.0,0.0,0.0,208092520.0,2029703270.0,0.0,0.0,0.0,3206622843.0,27046215.0,0.0,0.0,13767822355.0,0.0,0.0,0.0,10178026578.0,0.0,2401233544.0,0.0,0.0,306403685.0,7764725.0,4576391.0,3096741854.0,0.0,5972439445.0,59780800129.14
2010-01-18 00:00:00.005,499350700.0,0.0,1894812795.0,3205715.6999999997,51661.0,0.0,0.0,68254433.0,1137591485.0,0.0,9918054800.0,0.0,0.0,377119780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268930250.0,0.0,1175777881.0,0.0,0.0,196668322.0,1996206066.0,0.0,0.0,0.0,2832127376.0,29603148.0,0.0,0.0,8668352935.0,0.0,0.0,0.0,8351046656.0,0.0,2437804644.0,0.0,0.0,226554445.0,6943096.0,2951806.0,2916072942.0,0.0,4744343620.0,49751824556.7
2010-01-19 00:00:00.005,336517931.0,0.0,3803296905.0,2488661.7700000005,27825.0,0.0,0.0,57535670.0,774158470.0,0.0,10827272330.0,0.0,0.0,363692986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630190020.0,0.0,756729825.0,0.0,0.0,195729554.0,1500717482.0,0.0,0.0,0.0,2990429697.0,18329650.0,0.0,0.0,12170335470.0,0.0,0.0,0.0,6402132228.0,0.0,3136958812.0,0.0,0.0,239210500.0,4762783.0,3596596.0,2447253390.0,0.0,7831016100.0,55492382885.770004
2010-01-20 00:00:00.005,669310072.0,0.0,2560021515.0,4106777.0300000003,350837.0,0.0,0.0,54987282.0,1998834505.0,0.0,12217161610.0,0.0,0.0,349444004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142208185.0,0.0,1211575138.0,0.0,0.0,192060588.0,2129567474.0,0.0,0.0,0.0,3009931071.0,17450273.0,0.0,0.0,14467127255.0,0.0,0.0,0.0,6091053427.0,0.0,3086974876.0,0.0,0.0,248188780.0,6046996.0,1623976.0,3280391404.0,0.0,7612383495.0,61350799540.03
2010-01-21 00:00:00.005,540677156.0,0.0,1873142030.0,4843767.52,181227.0,0.0,0.0,80425852.0,3048169930.0,0.0,12734776190.0,0.0,0.0,460298734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243707520.0,0.0,1010182323.0,0.0,0.0,281270412.0,2354313376.0,0.0,0.0,0.0,2308512782.0,20291458.0,0.0,0.0,14372206025.0,0.0,0.0,0.0,11912840761.0,0.0,2485501838.0,0.0,0.0,189431985.0,4852364.0,3592684.0,3516311264.0,0.0,6653906970.0,66099436648.520004
2010-01-22 00:00:00.005,585078531.0,0.0,3216353090.0,4316433.82,79759.0,0.0,0.0,189960234.0,3358688355.0,0.0,15803198840.0,0.0,0.0,548562632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2616217215.0,0.0,1145569479.0,0.0,0.0,248110572.0,2666721204.0,0.0,0.0,0.0,3008594686.0,21384541.0,0.0,0.0,15401306370.0,0.0,0.0,0.0,10309318896.0,0.0,2898595378.0,0.0,0.0,466858860.0,8316906.0,3608471.0,4323955236.0,0.0,7136992205.0,73961787893.82
2010-01-25 00:00:00.005,671420942.0,0.0,1743144355.0,4300913.149999999,63502.0,0.0,0.0,89616957.0,2040066195.0,0.0,10447862600.0,0.0,0.0,333541746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926141160.0,0.0,717536192.0,0.0,0.0,166051640.0,2751248488.0,0.0,0.0,0.0,2218319749.0,12821407.0,0.0,0.0,11782207105.0,0.0,0.0,0.0,5960079665.0,0.0,1930426672.0,0.0,0.0,219484150.0,6460929.0,3157359.0,3341229678.0,0.0,6195219575.0,52560400979.15
2010-01-26 00:00:00.005,933186463.0,0.0,1718354145.0,4637647.48,138695.0,0.0,0.0,81267754.0,2467493185.0,0.0,11740509050.0,0.0,0.0,448423702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670483155.0,0.0,1027919441.0,0.0,0.0,173100764.0,2600165248.0,0.0,0.0,0.0,2120425928.0,16625012.0,0.0,0.0,13275435660.0,0.0,0.0,0.0,6654542662.0,0.0,1968243510.0,0.0,0.0,230936730.0,3694056.0,3212282.0,2979138680.0,0.0,8828854180.0,58946787949.479996
2010-01-27 00:00:00.005,1226670733.0,0.0,1322167090.0,3454598.4,75525.0,0.0,0.0,75165820.0,1413081270.0,0.0,10922191240.0,0.0,0.0,265952200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286753090.0,0.0,716940002.0,0.0,0.0,155054934.0,2248399218.0,0.0,0.0,0.0,3466028653.0,11807556.0,0.0,0.0,17228785170.0,0.0,0.0,0.0,5587292587.0,0.0,2729256046.0,0.0,0.0,199446110.0,2577524.0,3568519.0,3449193986.0,0.0,7477282440.0,60791144311.4
2010-01-28 00:00:00.005,797414360.0,0.0,2627026685.0,4399324.04,110816.0,0.0,0.0,93305955.0,1624553560.0,0.0,17211997160.0,0.0,0.0,672698853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985368355.0,0.0,948456596.0,0.0,0.0,161721002.0,2118556452.0,0.0,0.0,0.0,4234178609.0,23226249.0,0.0,0.0,16544629265.0,0.0,0.0,0.0,4765190261.0,0.0,3004771750.0,0.0,0.0,242199720.0,7804321.0,4753828.0,3186725082.0,0.0,4592646560.0,64851734763.04
2010-01-29 00:00:00.005,510604944.0,0.0,2307461900.0,3361069.67,135540.0,0.0,0.0,77168511.0,1278432770.0,0.0,17576837880.0,0.0,0.0,450029553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337708915.0,0.0,791973982.0,0.0,0.0,134506466.0,2425351494.0,0.0,0.0,0.0,2880455209.0,15105693.0,0.0,0.0,16583876430.0,0.0,0.0,0.0,5948520335.0,0.0,2354079292.0,0.0,0.0,206524160.0,3738863.0,1910146.0,2661747580.0,0.0,8433451875.0,65982982607.67
2010-02-01 00:00:00.005,796043190.0,0.0,3654345020.0,3341314.0700000003,445669.0,0.0,0.0,70910703.0,1924357915.0,0.0,19197231550.0,0.0,0.0,497981755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589836340.0,0.0,1393682848.0,0.0,0.0,132719656.0,1917873772.0,0.0,0.0,0.0,2767449373.0,30171605.0,0.0,0.0,17275170110.0,0.0,0.0,0.0,7891286310.0,0.0,2365404390.0,0.0,0.0,137303535.0,6032632.0,1792806.0,2401973776.0,0.0,9764418220.0,73819772489.07
2010-02-02 00:00:00.005,741109329.0,0.0,1954959175.0,4197702.74,320828.0,0.0,0.0,69657896.0,1723581195.0,0.0,14378869130.0,0.0,0.0,352286938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625248275.0,0.0,1234598652.0,0.0,0.0,138977802.0,1527355648.0,0.0,0.0,0.0,6309485423.0,20657297.0,0.0,0.0,13847914355.0,0.0,0.0,0.0,8900368291.0,0.0,2401349610.0,0.0,0.0,149676715.0,2695504.0,7954117.0,2055641270.0,0.0,8096238950.0,65543144102.74
2010-02-03 00:00:00.005,571804883.0,0.0,2802205715.0,2803579.3899999997,622175.0,0.0,0.0,107474542.0,1724469080.0,0.0,16679122250.0,0.0,0.0,351250330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995530655.0,0.0,977065076.0,0.0,0.0,133935816.0,1598332894.0,0.0,0.0,0.0,3826316412.0,17363558.0,0.0,0.0,14309332860.0,0.0,0.0,0.0,8913524525.0,0.0,2128249218.0,0.0,0.0,242547705.0,4295043.0,4052083.0,2195255716.0,0.0,10527230755.0,69112784870.39
2010-02-04 00:00:00.005,485036683.0,0.0,2231954505.0,2539596.56,326896.0,0.0,0.0,60745976.0,1901840230.0,0.0,14435026710.0,0.0,0.0,229717504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859854555.0,0.0,1109967353.0,0.0,0.0,110337962.0,1496432318.0,0.0,0.0,0.0,2916696155.0,12111338.0,0.0,0.0,14279361910.0,0.0,0.0,0.0,8299280464.0,0.0,1987833538.0,0.0,0.0,217044030.0,2606360.0,2579982.0,1927307352.0,0.0,11310402365.0,64879003782.56
2010-02-05 00:00:00.005,1049648363.0,0.0,1849188740.0,4211991.68,848757.0,0.0,0.0,38494648.0,1204905770.0,0.0,13170191150.0,0.0,0.0,350882534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482016815.0,0.0,1336281747.0,0.0,0.0,123232672.0,1777113498.0,0.0,0.0,0.0,2284666335.0,16371897.0,0.0,0.0,10537627905.0,0.0,0.0,0.0,5843317469.0,0.0,1668980478.0,0.0,0.0,158703985.0,3046711.0,3154729.0,2409659278.0,0.0,8181871345.0,53494416817.68
